epoch,class_accuracy,class_loss,lr,reg_loss,reg_mae,total_loss,val_class_accuracy,val_class_loss,val_reg_loss,val_reg_mae,val_total_loss
0,0.47560974955558777,1.2886059284210205,1e-04,6.332133769989014,0.18919523060321808,13.308570861816406,0.7222222089767456,0.699651300907135,2.053550958633423,0.13081075251102448,4.45692777633667
1,0.4908536672592163,1.0545530319213867,9.8e-05,5.349191665649414,0.18241183459758759,11.22566032409668,0.7222222089767456,0.6173512935638428,1.916290521621704,0.12867994606494904,4.141256809234619
2,0.5579268336296082,1.038629412651062,9.604e-05,4.4162139892578125,0.17649024724960327,9.3517427444458,0.7777777910232544,0.5570647716522217,1.8079965114593506,0.12725844979286194,3.8945255279541016
3,0.6524389982223511,0.6931852102279663,9.41192e-05,4.183188438415527,0.1728399395942688,8.712969779968262,0.7777777910232544,0.5184398293495178,1.7301267385482788,0.12658114731311798,3.719473361968994
4,0.6951219439506531,0.5987708568572998,9.223681e-05,4.696054458618164,0.168887659907341,9.69149398803711,0.7777777910232544,0.5018177628517151,1.664993405342102,0.1253168135881424,3.5808956623077393
5,0.7042682766914368,0.6438089609146118,9.039208e-05,5.414708137512207,0.16626617312431335,11.151320457458496,0.7777777910232544,0.4954066872596741,1.6185017824172974,0.12419341504573822,3.4847068786621094
6,0.7896341681480408,0.4507750868797302,8.858424e-05,4.774022102355957,0.16624177992343903,9.773431777954102,0.7777777910232544,0.497538298368454,1.5784807205200195,0.1229839026927948,3.4057304859161377
7,0.7835366129875183,0.5004684329032898,8.681255e-05,3.656419277191162,0.16335076093673706,7.563072681427002,0.7777777910232544,0.5015240907669067,1.544726848602295,0.12164746224880219,3.3402156829833984
8,0.8506097793579102,0.44320034980773926,8.50763e-05,4.109783172607422,0.162247896194458,8.441166877746582,0.7777777910232544,0.5058658123016357,1.5493841171264648,0.12106810510158539,3.351701259613037
9,0.8567073345184326,0.4674564003944397,8.3374776e-05,4.0570855140686035,0.15991918742656708,8.347899436950684,0.7777777910232544,0.5046612620353699,1.534489393234253,0.12002205848693848,3.3213093280792236
10,0.8841463327407837,0.3682865798473358,8.170728e-05,4.192480564117432,0.16077493131160736,8.569104194641113,0.7777777910232544,0.5003640651702881,1.5031681060791016,0.11896602064371109,3.2565183639526367
11,0.9085366129875183,0.3660179078578949,8.0073136e-05,3.9839494228363037,0.16086384654045105,8.150907516479492,0.7777777910232544,0.4975610375404358,1.4560372829437256,0.11830328404903412,3.1608550548553467
12,0.9146341681480408,0.40358948707580566,7.8471676e-05,3.7195043563842773,0.15890471637248993,7.640803337097168,0.7777777910232544,0.4927263855934143,1.4139262437820435,0.11766001582145691,3.0742156505584717
13,0.9451219439506531,0.32921189069747925,7.690224e-05,4.682547569274902,0.1525273323059082,9.529701232910156,0.7777777910232544,0.48530346155166626,1.3988046646118164,0.11674898117780685,3.0402610301971436
14,0.9085366129875183,0.4042588174343109,7.5364194e-05,3.4281153678894043,0.15256503224372864,7.0583600997924805,0.8333333134651184,0.47690221667289734,1.4064505100250244,0.11645082384347916,3.051352024078369
15,0.9420731663703918,0.3581070303916931,7.385691e-05,3.6778883934020996,0.1550464928150177,7.534830093383789,0.8888888955116272,0.4676467478275299,1.4164762496948242,0.11688358336687088,3.0667757987976074
16,0.957317054271698,0.3495961129665375,7.237977e-05,3.578558921813965,0.15249650180339813,7.331915855407715,0.8888888955116272,0.45617520809173584,1.4007387161254883,0.1164567619562149,3.0295650959014893
17,0.9725610017776489,0.3118245303630829,7.0932176e-05,3.826024055480957,0.15350931882858276,7.807960510253906,0.8888888955116272,0.44678205251693726,1.387749433517456,0.11549665033817291,2.998889923095703
18,0.9603658318519592,0.33996477723121643,6.951353e-05,3.9049923419952393,0.15271762013435364,7.97996711730957,0.8888888955116272,0.4383124113082886,1.3756904602050781,0.11431527137756348,2.9705371856689453
19,0.957317054271698,0.3260630965232849,6.812326e-05,3.7982120513916016,0.1498929262161255,7.759455680847168,0.8888888955116272,0.43067386746406555,1.351361632347107,0.11330415308475494,2.918060302734375
20,0.9756097793579102,0.26741719245910645,6.67608e-05,3.7126026153564453,0.1528112143278122,7.558913707733154,0.8888888955116272,0.42204368114471436,1.315995693206787,0.11248253285884857,2.843013286590576
21,0.9817073345184326,0.2903054356575012,6.542558e-05,3.258159637451172,0.14855189621448517,6.661471843719482,0.8888888955116272,0.4161596894264221,1.29819655418396,0.11195336282253265,2.8044729232788086
22,0.9786585569381714,0.27135226130485535,6.411707e-05,3.8515946865081787,0.1470593810081482,7.838865280151367,0.8888888955116272,0.409850537776947,1.3005735874176025,0.11214973032474518,2.806072473526001
23,0.9725610017776489,0.2777321934700012,6.2834726e-05,3.268127918243408,0.14913731813430786,6.675121784210205,0.8888888955116272,0.40488484501838684,1.2978179454803467,0.11262156069278717,2.7980782985687256
24,0.9908536672592163,0.297392874956131,6.157804e-05,3.561927080154419,0.14112569391727448,7.272550582885742,0.9444444179534912,0.3999418020248413,1.2963509559631348,0.112473264336586,2.792672872543335
